interval_begin;interval_end;interval_id;edge_arrived;edge_density;edge_departed;edge_entered;edge_id;edge_laneChangedFrom;edge_laneChangedTo;edge_laneDensity;edge_left;edge_occupancy;edge_overlapTraveltime;edge_sampledSeconds;edge_speed;edge_timeLoss;edge_traveltime;edge_waitingTime
0.00;120.00;2min_agg;0;1.76;0;2;27318402#5;2;2;0.59;2;0.23;1.85;3.70;12.16;2.07;1.48;0.00
0.00;120.00;2min_agg;0;0.97;0;2;27318402#6;0;0;0.32;2;0.14;2.41;4.82;19.26;1.45;2.18;0.00
0.00;120.00;2min_agg;0;0.64;0;2;27318402#7;0;0;0.32;2;0.16;9.39;18.79;26.51;0.69;9.20;0.00
0.00;120.00;2min_agg;2;0.69;0;2;27318402#8;0;0;0.35;0;0.16;1.96;3.91;26.66;0.12;1.77;0.00
0.00;120.00;2min_agg;0;18.72;28;0;29027962#0;22;22;6.24;23;3.07;20.80;514.56;11.26;301.25;19.97;37.00
0.00;120.00;2min_agg;0;4.74;0;12;29027962#1;2;2;1.58;12;0.77;8.79;105.49;21.66;23.52;8.60;0.00
0.00;120.00;2min_agg;0;4.09;0;12;29027962#2;1;1;1.36;12;0.62;2.07;24.85;26.87;0.89;1.89;0.00
0.00;120.00;2min_agg;0;4.20;0;12;29027962#3;0;0;1.40;12;0.66;3.81;45.73;25.14;4.49;3.57;0.00
0.00;120.00;2min_agg;0;24.08;0;12;29027962#4;1;1;8.03;7;3.91;14.58;164.34;4.24;138.95;13.59;88.00
0.00;120.00;2min_agg;10;3.98;0;13;29027962#6;1;1;1.33;0;0.65;21.06;221.35;22.24;47.13;20.87;0.00
0.00;120.00;2min_agg;0;10.56;21;0;331158296#0;14;14;3.52;19;1.75;17.00;324.69;15.36;140.21;16.74;0.00
0.00;120.00;2min_agg;0;50.06;0;19;331158296#0.267;2;2;16.69;19;8.18;20.60;391.47;3.41;340.97;20.03;256.00
0.00;120.00;2min_agg;0;17.89;0;18;331158296#1;5;5;5.96;5;2.93;18.97;281.39;7.17;205.66;18.17;115.00
0.00;120.00;2min_agg;0;1.44;0;3;331158296#2;0;0;0.48;3;0.22;3.57;10.72;18.71;3.19;3.35;0.00
0.00;120.00;2min_agg;0;1.22;0;3;331158296#2.100;2;2;0.30;3;0.13;1.78;5.34;23.32;0.66;1.57;0.00
0.00;120.00;2min_agg;0;6.26;0;3;331158296#2.118;0;0;1.56;3;0.75;14.89;44.67;4.33;35.59;13.91;28.00
0.00;120.00;2min_agg;0;16.43;0;24;331158298;0;0;5.48;22;2.50;5.53;127.78;12.62;71.65;5.24;0.00
0.00;120.00;2min_agg;0;20.79;0;22;331158298.105;5;5;6.93;12;3.38;13.66;276.22;8.47;191.42;12.99;102.00
0.00;120.00;2min_agg;0;4.13;0;5;331159362#1;0;0;1.38;5;0.54;1.89;9.44;12.73;5.26;1.54;0.00
0.00;120.00;2min_agg;0;3.71;0;5;331159362#2;0;0;1.24;5;0.40;0.81;4.05;17.41;1.60;0.54;0.00
0.00;120.00;2min_agg;4;1.52;0;5;331159362#3;0;0;0.76;0;0.37;8.58;38.20;25.03;5.09;8.40;0.00
0.00;120.00;2min_agg;0;2.23;0;5;331159363#1;3;3;0.56;5;0.27;7.29;36.44;19.35;11.35;7.09;0.00
0.00;120.00;2min_agg;0;1.59;0;5;331159364#0;0;0;0.53;5;0.26;6.08;30.41;27.06;1.13;5.90;0.00
0.00;120.00;2min_agg;0;2.71;0;7;331159364#1;0;0;1.36;7;0.64;3.60;25.19;22.88;4.48;3.40;0.00
0.00;120.00;2min_agg;5;1.91;0;7;331159364#2;0;0;0.64;0;0.31;18.86;114.88;26.87;3.41;18.67;0.00
0.00;120.00;2min_agg;0;41.68;0;28;331159364#2.1476;5;5;13.89;22;6.61;10.80;272.96;5.51;207.78;9.94;90.00
0.00;120.00;2min_agg;0;14.69;47;0;331159364#2.526;20;20;4.90;30;2.43;44.96;1665.18;21.13;398.60;44.37;8.00
0.00;120.00;2min_agg;0;11.61;0;6;331159366#1;1;1;3.87;6;1.53;1.75;9.98;6.95;6.72;1.10;4.00
0.00;120.00;2min_agg;0;24.68;0;26;331159366#2;8;8;8.23;26;3.49;3.45;89.63;10.21;51.36;2.98;0.00
0.00;120.00;2min_agg;0;20.21;0;16;331159366#3;1;1;6.74;16;1.47;0.60;9.31;14.69;3.16;0.28;0.00
0.00;120.00;2min_agg;0;23.03;0;36;331159366#4;9;9;7.68;31;3.44;4.63;149.06;12.71;71.88;4.19;0.00
0.00;120.00;2min_agg;0;11.68;0;15;331159366#5;1;1;3.89;15;1.27;0.89;12.97;15.98;2.40;0.56;0.00
0.00;120.00;2min_agg;0;37.08;0;41;331159366#6;9;9;12.36;41;5.39;4.26;174.62;10.38;95.44;3.68;1.00
0.00;120.00;2min_agg;0;26.46;0;16;331159366#7;0;0;8.82;16;1.34;0.45;6.95;16.06;2.61;0.14;0.00
0.00;120.00;2min_agg;0;11.96;0;19;331159366#8;16;16;3.99;18;1.82;4.75;89.32;14.16;36.61;4.26;0.00
0.00;120.00;2min_agg;1;13.99;44;3;331159372#0;32;32;6.99;26;3.49;49.68;1825.50;21.99;346.50;49.47;0.00
0.00;120.00;2min_agg;0;8.14;0;25;331159372#1;1;1;4.07;22;1.99;9.12;222.15;25.50;12.51;8.92;0.00
0.00;120.00;2min_agg;0;7.67;0;22;331159372#2;0;0;3.84;21;1.84;5.14;109.98;24.22;11.66;4.90;0.00
0.00;120.00;2min_agg;0;36.26;0;13;331159372#4;1;1;12.09;6;5.90;13.70;136.33;2.65;122.46;12.69;92.00
0.00;120.00;2min_agg;0;1.53;0;4;331159372#6;0;0;0.51;4;0.23;1.89;7.54;24.39;0.71;1.69;0.00
0.00;120.00;2min_agg;0;1.68;0;4;331159372#7;0;0;0.56;4;0.22;0.94;3.75;25.23;0.24;0.74;0.00
0.00;120.00;2min_agg;0;1.31;0;4;331159372#7.21;0;0;0.66;4;0.32;7.27;29.07;26.08;0.92;7.08;0.00
0.00;120.00;2min_agg;0;32.85;0;4;331159372#8;0;0;16.42;4;0.32;0.20;0.79;26.38;0.02;0.01;0.00
0.00;120.00;2min_agg;4;1.29;0;4;331159372#9;0;0;0.64;0;0.32;9.47;37.74;26.29;0.89;9.28;0.00
0.00;120.00;2min_agg;0;8.68;0;10;331159373#0;0;0;2.89;10;1.23;3.10;31.05;11.21;18.63;2.75;0.00
0.00;120.00;2min_agg;0;3.96;0;12;331159373#0.23;0;0;1.32;9;0.64;8.35;87.19;22.59;18.12;8.17;0.00
0.00;120.00;2min_agg;0;7.33;0;10;331159373#0.40;0;0;2.44;10;0.83;0.96;9.57;16.60;3.90;0.67;0.00
0.00;120.00;2min_agg;5;1.76;0;9;331159373#1;1;1;0.88;0;0.44;22.90;139.83;29.07;2.70;22.72;0.00
0.00;120.00;2min_agg;0;4.00;12;0;331159373#3;7;7;2.00;9;1.00;29.99;284.25;19.93;86.91;29.80;0.00
0.00;120.00;2min_agg;0;3.53;0;6;331159374;0;0;1.76;6;0.75;2.17;13.00;16.49;5.22;1.90;0.00
0.00;120.00;2min_agg;0;5.17;18;0;331162256#0;10;10;2.59;12;1.29;51.84;739.34;23.07;145.32;51.65;0.00
0.00;120.00;2min_agg;0;3.75;0;11;331162256#1;0;0;1.87;10;0.88;3.29;35.50;25.48;3.33;3.09;0.00
0.00;120.00;2min_agg;0;4.11;0;10;331162256#1.100;0;0;1.37;10;0.59;1.48;14.64;23.50;2.25;1.25;0.00
0.00;120.00;2min_agg;0;23.89;0;10;343227267;0;0;5.97;4;2.94;14.63;129.21;3.42;112.05;13.63;88.00
0.00;120.00;2min_agg;0;5.96;0;10;343227269#1;4;4;1.99;10;0.90;4.15;41.47;15.19;20.03;3.81;0.00
0.00;120.00;2min_agg;0;35.30;0;10;343227269#2;0;0;11.77;10;5.67;13.36;133.55;2.74;119.80;12.77;86.00
0.00;120.00;2min_agg;0;4.10;0;9;343227270#0;0;0;2.05;6;1.00;13.83;123.12;18.44;41.51;13.24;9.00
0.00;120.00;2min_agg;0;1.65;0;3;343227270#2;0;0;0.82;3;0.39;11.18;33.53;15.61;13.12;10.47;0.00
0.00;120.00;2min_agg;1;1.35;0;3;343227271#4;0;0;0.67;0;0.32;12.25;27.56;14.33;14.04;11.95;0.00
0.00;120.00;2min_agg;0;1.37;0;3;343227271#6;3;3;0.68;3;0.33;8.82;26.46;18.87;8.44;8.63;0.00
0.00;120.00;2min_agg;0;1.30;0;3;343227271#7;0;0;1.30;2;0.62;6.63;17.96;18.10;6.18;6.16;0.00
0.00;120.00;2min_agg;3;9.30;12;3;456043498#0;11;11;3.10;9;1.53;12.78;172.36;12.47;94.81;12.55;0.00
0.00;120.00;2min_agg;0;14.24;0;9;456043498#1;1;1;4.75;8;2.32;23.07;206.49;5.46;162.03;21.99;113.00
0.00;120.00;2min_agg;0;3.41;0;9;456043498#3;0;0;1.14;8;0.55;9.98;85.13;21.36;18.72;9.80;0.00
0.00;120.00;2min_agg;3;1.79;0;8;456043498#4;0;0;0.60;0;0.30;16.02;89.39;26.25;3.17;15.82;0.00
0.00;120.00;2min_agg;0;4.20;0;11;456207630#10;5;5;1.40;10;0.69;19.95;204.22;20.55;47.15;19.60;10.00
0.00;120.00;2min_agg;9;7.99;0;20;456207630#11;0;0;2.66;8;1.29;11.78;219.64;19.88;60.83;11.55;0.00
0.00;120.00;2min_agg;0;12.02;30;0;456207630#6;21;21;4.01;25;2.00;24.98;683.40;19.17;211.55;24.79;0.00
0.00;120.00;2min_agg;0;11.58;0;25;456207630#7;0;0;3.86;24;1.26;0.54;13.05;26.83;0.35;0.35;0.00
0.00;120.00;2min_agg;0;26.72;0;24;456207630#8;4;4;8.91;16;4.39;25.59;589.27;7.38;428.66;24.86;289.00
0.00;120.00;2min_agg;0;4.60;0;8;503654784;0;0;4.60;6;2.12;5.74;38.62;13.07;15.29;5.11;0.00
0.00;120.00;2min_agg;0;1.44;0;3;607902629#1;0;0;1.44;3;0.69;9.64;28.92;17.84;5.73;9.41;0.00
0.00;120.00;2min_agg;0;1.71;0;3;607902629#2;0;0;1.71;3;0.80;8.67;26.02;15.21;5.28;7.76;0.00
0.00;120.00;2min_agg;3;1.48;0;5;769037328#2;0;0;0.74;0;0.36;24.95;107.83;24.53;17.59;24.76;0.00
0.00;120.00;2min_agg;1;0.41;0;1;775228304;0;0;0.41;0;0.19;5.02;5.02;21.36;0.06;4.79;0.00
0.00;120.00;2min_agg;5;2.49;0;6;775228305;0;0;2.49;1;1.16;3.50;20.91;21.40;1.95;3.27;0.00
0.00;120.00;2min_agg;0;27.33;0;17;826096563#0;12;12;9.11;17;4.47;25.22;428.80;5.38;346.68;24.53;215.00
0.00;120.00;2min_agg;0;9.14;0;17;826096563#1;0;0;3.05;17;1.41;4.21;71.52;16.69;29.21;3.96;0.00
0.00;120.00;2min_agg;5;4.32;0;17;826096563#1.82;2;2;1.44;0;0.71;10.53;133.18;24.87;15.58;10.34;0.00
0.00;120.00;2min_agg;0;3.20;0;6;826105809#10;6;6;1.07;6;0.49;3.83;22.96;16.94;8.50;3.59;0.00
0.00;120.00;2min_agg;0;2.05;0;6;826105809#11;0;0;1.02;6;0.50;6.60;39.62;25.20;2.53;6.41;0.00
0.00;120.00;2min_agg;0;1.99;0;6;826105809#12;0;0;0.99;5;0.43;1.45;7.66;25.66;0.27;1.25;0.00
0.00;120.00;2min_agg;2;1.34;0;5;826105809#13;0;0;0.45;0;0.22;16.84;67.06;25.15;3.11;16.64;0.00
0.00;120.00;2min_agg;0;16.57;29;0;826105809#14;18;18;5.52;26;2.74;14.20;368.87;13.41;192.71;13.98;0.00
0.00;120.00;2min_agg;0;14.76;0;26;826105809#14.186;3;3;3.69;26;1.39;1.03;26.82;19.53;7.09;0.75;0.00
0.00;120.00;2min_agg;0;57.29;0;24;826105809#14.238;9;9;14.32;21;6.85;14.80;337.57;3.66;283.97;13.46;157.00
0.00;120.00;2min_agg;0;4.01;12;0;881465158#8;5;5;2.00;9;1.00;30.73;290.44;19.81;87.57;30.51;0.00
0.00;120.00;2min_agg;0;12.41;0;15;897570586;0;0;4.14;15;1.79;3.48;52.22;11.51;30.91;3.14;0.00
0.00;120.00;2min_agg;0;6.30;0;16;897570586.53;0;0;2.10;14;1.00;5.31;80.57;21.04;19.94;5.11;0.00
0.00;120.00;2min_agg;0;10.47;0;28;897570587;6;6;3.49;28;1.66;5.25;146.97;23.24;27.49;4.95;0.00
0.00;120.00;2min_agg;0;40.92;0;27;897570587.118;2;2;13.64;26;6.30;6.87;184.38;6.20;131.68;6.03;59.00
0.00;120.00;2min_agg;13;4.20;0;14;897570588;0;0;1.40;0;0.67;5.03;65.89;26.98;2.73;4.84;0.00
0.00;120.00;2min_agg;0;19.14;25;8;897570589;10;10;6.38;28;3.15;10.55;301.30;12.91;165.32;10.33;0.00
0.00;120.00;2min_agg;0;6.96;0;2;gneE4;0;0;6.96;2;1.05;0.91;1.82;7.89;0.33;0.31;0.00
0.00;120.00;2min_agg;0;132.24;0;2;gneE6;0;0;132.24;2;7.02;5.16;10.31;1.10;8.94;3.67;6.00
0.00;120.00;2min_agg;0;2.35;0;1;gneE9;0;0;2.35;1;0.58;1.49;1.49;6.92;0.31;0.81;0.00
120.00;240.00;2min_agg;9;7.72;0;11;-131361937;0;0;7.72;0;3.76;22.11;234.40;11.67;31.05;21.71;0.00
120.00;240.00;2min_agg;0;23.47;0;9;-343227268;1;1;11.73;6;5.74;22.80;197.44;3.29;172.85;21.42;134.00
120.00;240.00;2min_agg;0;128.76;0;3;-498573406#1;0;0;128.76;3;2.48;1.03;3.09;5.05;0.56;0.04;0.00
120.00;240.00;2min_agg;0;21.91;13;0;-607902629#1;0;0;21.91;13;10.79;33.98;439.07;5.06;326.33;32.94;176.00
120.00;240.00;2min_agg;0;2.35;3;0;-775228304;0;0;2.35;3;1.16;10.08;28.81;10.64;15.70;9.84;0.00
120.00;240.00;2min_agg;0;4.37;3;3;-775228305;0;0;4.37;7;2.10;5.80;36.89;12.99;16.01;5.52;0.00
120.00;240.00;2min_agg;0;344.70;0;4;107270959#10;4;4;114.90;4;2.10;2.07;8.27;2.51;5.64;0.24;0.00
120.00;240.00;2min_agg;0;23.38;40;0;107270959#6;39;39;7.79;40;3.87;14.45;567.26;14.34;277.38;14.27;0.00
120.00;240.00;2min_agg;0;114.43;0;40;107270959#7;4;4;38.14;21;18.99;84.43;2899.85;2.56;2629.55;83.15;2046.00
120.00;240.00;2min_agg;30;12.75;0;31;107270959#9;0;0;4.25;4;2.07;13.42;436.02;21.62;93.40;13.09;0.00
120.00;240.00;2min_agg;0;18.28;13;0;131361937;0;0;18.28;14;9.07;41.27;554.81;6.25;315.87;40.63;195.00
120.00;240.00;2min_agg;0;0.69;0;2;131361940#1;0;0;0.34;1;0.17;22.61;32.83;17.83;11.17;22.06;0.00
120.00;240.00;2min_agg;0;3.28;0;8;140621781#0;0;0;3.28;7;1.59;15.93;111.81;18.16;19.57;15.70;0.00
120.00;240.00;2min_agg;6;2.57;0;7;140621781#1;0;0;2.57;0;1.26;9.57;61.75;21.42;1.92;9.33;0.00
120.00;240.00;2min_agg;0;36.98;0;7;230894418#0;0;0;18.49;6;9.00;19.83;136.62;1.80;126.40;18.66;95.00
120.00;240.00;2min_agg;0;13.08;0;7;230894418#2;2;2;6.54;5;3.16;22.19;152.74;4.61;126.82;20.76;89.00
120.00;240.00;2min_agg;0;15.29;0;22;27318402#0;0;0;5.10;20;2.27;4.11;84.90;12.47;46.76;3.80;0.00
120.00;240.00;2min_agg;0;12.59;0;20;27318402#0.49;0;0;3.15;20;1.10;0.88;17.67;18.90;5.68;0.63;0.00
120.00;240.00;2min_agg;23;6.88;0;20;27318402#0.62;0;0;2.29;0;1.12;7.81;160.18;25.47;13.96;7.63;0.00
120.00;240.00;2min_agg;0;7.25;0;9;27318402#5;9;9;2.42;8;0.94;1.90;15.23;11.83;8.32;1.53;0.00
120.00;240.00;2min_agg;0;3.64;0;8;27318402#6;0;0;1.21;7;0.54;2.57;18.10;18.03;5.60;2.33;0.00
120.00;240.00;2min_agg;0;2.55;0;7;27318402#7;0;0;1.28;7;0.62;10.68;74.73;23.33;7.94;10.47;0.00
120.00;240.00;2min_agg;7;2.65;0;7;27318402#8;0;0;1.32;0;0.60;2.16;14.99;24.10;1.19;1.96;0.00
120.00;240.00;2min_agg;0;19.95;27;0;29027962#0;22;22;6.65;28;3.27;20.93;548.59;11.18;315.36;20.18;57.00
120.00;240.00;2min_agg;0;7.18;0;19;29027962#1;2;2;2.39;17;1.16;9.17;159.81;20.77;35.78;8.97;0.00
120.00;240.00;2min_agg;0;6.26;0;17;29027962#2;0;0;2.09;17;0.95;2.24;38.05;24.81;2.67;2.04;0.00
120.00;240.00;2min_agg;0;6.55;0;17;29027962#3;0;0;2.18;17;1.03;4.19;71.31;22.84;10.29;3.92;0.00
120.00;240.00;2min_agg;0;60.78;0;17;29027962#4;2;2;20.26;21;9.88;23.53;414.89;2.63;372.12;22.93;279.00
120.00;240.00;2min_agg;26;9.11;0;24;29027962#6;6;6;3.04;0;1.50;19.32;506.61;24.24;68.67;19.13;0.00
120.00;240.00;2min_agg;0;133.33;0;4;331059134#5;0;0;133.33;4;2.85;0.89;3.56;5.84;2.80;0.04;0.00
120.00;240.00;2min_agg;0;9.83;19;0;331158296#0;14;14;3.28;17;1.63;17.16;302.02;15.22;128.57;16.90;0.00
120.00;240.00;2min_agg;0;48.50;0;17;331158296#0.267;3;3;16.17;14;7.96;22.80;379.25;3.08;335.36;22.04;233.00
120.00;240.00;2min_agg;0;36.67;0;14;331158296#1;7;7;12.22;24;5.97;34.19;576.65;3.98;476.59;33.36;273.00
120.00;240.00;2min_agg;0;5.20;0;11;331158296#2;2;2;1.73;11;0.80;3.51;38.57;19.06;10.93;3.28;0.00
120.00;240.00;2min_agg;0;4.36;0;11;331158296#2.100;4;4;1.09;11;0.48;1.74;19.10;23.89;1.95;1.53;0.00
120.00;240.00;2min_agg;0;29.17;0;11;331158296#2.118;4;4;7.29;9;3.57;19.26;208.28;3.35;177.63;18.37;143.00
120.00;240.00;2min_agg;0;32.67;0;46;331158298;0;0;10.89;45;4.98;5.58;254.05;12.51;137.20;5.30;0.00
120.00;240.00;2min_agg;0;80.99;0;44;331158298.105;11;11;27.00;44;13.23;24.42;1076.11;4.74;878.32;23.66;515.00
120.00;240.00;2min_agg;0;3.99;0;5;331159362#1;0;0;1.33;5;0.52;1.82;9.11;13.19;4.91;1.49;0.00
120.00;240.00;2min_agg;0;3.59;0;5;331159362#2;0;0;1.20;5;0.39;0.78;3.92;17.96;1.46;0.52;0.00
120.00;240.00;2min_agg;6;1.88;0;5;331159362#3;0;0;0.94;0;0.46;8.57;47.45;25.05;5.71;8.39;0.00
120.00;240.00;2min_agg;0;7.14;0;16;331159363#1;3;3;1.79;16;0.86;7.29;116.57;19.36;38.03;7.09;0.00
120.00;240.00;2min_agg;0;5.33;0;16;331159364#0;0;0;1.78;16;0.86;6.38;102.14;25.78;10.49;6.19;0.00
120.00;240.00;2min_agg;0;7.37;0;19;331159364#1;1;1;3.69;18;1.73;3.62;68.41;22.72;13.20;3.42;0.00
120.00;240.00;2min_agg;15;5.37;0;18;331159364#2;8;8;1.79;0;0.89;19.38;323.62;26.14;21.50;19.20;0.00
120.00;240.00;2min_agg;0;92.07;0;43;331159364#2.1476;12;12;30.69;40;14.75;13.93;603.01;4.28;491.67;13.00;197.00
120.00;240.00;2min_agg;0;16.72;44;0;331159364#2.526;22;22;5.57;45;2.78;42.24;1894.94;22.48;404.38;41.93;0.00
120.00;240.00;2min_agg;0;54.56;0;11;331159366#1;3;3;18.19;10;6.07;4.86;46.88;2.50;41.75;2.58;17.00
120.00;240.00;2min_agg;0;35.11;0;35;331159366#2;6;6;11.70;32;4.90;3.82;127.53;9.23;73.06;3.27;0.00
120.00;240.00;2min_agg;0;63.83;0;16;331159366#3;1;1;21.28;16;5.56;1.87;29.41;4.73;22.59;0.59;8.00
120.00;240.00;2min_agg;0;48.76;0;58;331159366#4;22;22;16.25;63;7.33;5.11;315.58;11.54;167.36;4.63;0.00
120.00;240.00;2min_agg;0;31.34;0;36;331159366#5;7;7;10.45;36;3.40;0.98;34.78;14.47;11.64;0.59;1.00
120.00;240.00;2min_agg;0;68.41;0;70;331159366#6;12;12;22.80;70;10.00;4.61;322.15;9.61;178.81;3.98;3.00
120.00;240.00;2min_agg;0;39.72;0;25;331159366#7;0;0;13.24;25;2.04;0.46;10.44;15.49;4.28;0.15;0.00
120.00;240.00;2min_agg;0;24.08;0;34;331159366#8;28;28;8.03;33;3.62;5.35;179.87;12.57;84.77;4.77;1.00
120.00;240.00;2min_agg;6;17.98;44;6;331159372#0;24;24;8.99;44;4.48;49.05;2346.50;22.28;452.62;48.84;0.00
120.00;240.00;2min_agg;0;15.60;0;45;331159372#1;6;6;7.80;45;3.81;9.51;425.97;24.44;46.97;9.30;0.00
120.00;240.00;2min_agg;0;34.57;0;45;331159372#2;0;0;17.29;37;8.44;11.86;495.60;10.50;303.94;11.46;159.00
120.00;240.00;2min_agg;0;151.52;0;19;331159372#4;0;0;50.51;25;24.72;26.73;569.65;1.36;537.32;26.56;451.00
120.00;240.00;2min_agg;0;5.88;0;13;331159372#6;0;0;1.96;11;0.87;2.42;28.94;18.96;9.71;2.19;0.00
120.00;240.00;2min_agg;0;5.03;0;11;331159372#7;0;0;1.68;11;0.66;1.02;11.25;23.11;2.12;0.81;0.00
120.00;240.00;2min_agg;0;3.57;0;11;331159372#7.21;0;0;1.78;11;0.87;7.19;79.05;26.37;5.85;7.00;0.00
120.00;240.00;2min_agg;0;89.42;0;11;331159372#8;0;0;44.71;11;0.86;0.20;2.15;26.65;0.14;0.01;0.00
120.00;240.00;2min_agg;11;3.47;0;11;331159372#9;0;0;1.74;0;0.85;9.26;101.72;26.89;5.67;9.08;0.00
120.00;240.00;2min_agg;0;12.74;0;15;331159373#0;0;0;4.25;14;1.80;3.26;45.59;10.70;27.68;2.88;0.00
120.00;240.00;2min_agg;0;5.95;0;15;331159373#0.23;1;1;1.98;16;0.96;8.26;131.14;22.83;23.39;8.07;0.00
120.00;240.00;2min_agg;0;10.17;0;14;331159373#0.40;0;0;3.39;13;1.16;0.99;13.28;15.98;5.52;0.70;0.00
120.00;240.00;2min_agg;17;5.47;0;16;331159373#1;4;4;2.73;0;1.36;25.04;433.43;26.58;14.08;24.86;0.00
120.00;240.00;2min_agg;0;4.25;9;0;331159373#3;8;8;2.13;9;1.06;28.89;302.59;20.69;67.42;28.69;0.00
120.00;240.00;2min_agg;0;6.31;0;8;331159374;0;0;3.16;8;1.34;2.91;23.26;12.28;12.73;2.58;0.00
120.00;240.00;2min_agg;0;5.68;16;0;331162256#0;8;8;2.84;16;1.42;49.59;811.43;24.12;136.88;49.41;0.00
120.00;240.00;2min_agg;0;5.51;0;17;331162256#1;0;0;2.76;18;1.29;3.03;52.20;27.67;3.30;2.84;0.00
120.00;240.00;2min_agg;0;7.45;0;18;331162256#1.100;2;2;2.48;17;1.06;1.50;26.53;23.13;5.84;1.26;0.00
120.00;240.00;2min_agg;0;55.10;0;17;343227267;2;2;13.78;22;6.64;17.03;298.07;2.94;264.23;16.34;187.00
120.00;240.00;2min_agg;0;7.98;0;12;343227269#1;9;9;2.66;12;1.21;4.63;55.57;13.60;27.78;4.32;0.00
120.00;240.00;2min_agg;0;21.87;0;12;343227269#2;0;0;7.29;9;3.44;7.61;82.74;4.80;66.01;6.93;32.00
120.00;240.00;2min_agg;0;7.03;0;9;343227270#0;0;0;3.52;12;1.71;23.19;211.01;11.00;115.82;22.08;81.00
120.00;240.00;2min_agg;0;1.84;0;3;343227270#2;0;0;0.92;3;0.43;12.45;37.36;14.01;16.47;11.62;0.00
120.00;240.00;2min_agg;5;1.88;0;3;343227271#4;0;0;0.94;0;0.45;10.28;38.43;17.06;15.03;10.12;0.00
120.00;240.00;2min_agg;0;0.96;0;2;343227271#6;2;2;0.48;2;0.23;9.33;18.66;17.84;4.79;9.12;0.00
120.00;240.00;2min_agg;0;1.41;0;2;343227271#7;0;0;1.41;3;0.66;8.51;19.48;14.10;8.29;7.69;0.00
120.00;240.00;2min_agg;0;266.67;0;4;404673246#2;4;4;133.33;4;2.81;2.01;8.03;2.59;5.49;0.51;0.00
120.00;240.00;2min_agg;5;8.91;9;5;456043498#0;5;5;2.97;12;1.46;11.14;165.15;14.31;81.34;10.95;0.00
120.00;240.00;2min_agg;0;22.03;0;12;456043498#1;0;0;7.34;8;3.62;27.49;319.50;4.58;266.61;26.46;210.00
120.00;240.00;2min_agg;0;4.04;0;12;456043498#3;1;1;1.35;9;0.65;10.20;100.94;20.91;27.89;10.01;0.00
120.00;240.00;2min_agg;14;3.58;0;9;456043498#4;0;0;1.19;0;0.59;15.63;178.21;26.90;12.05;15.45;0.00
120.00;240.00;2min_agg;0;7.90;0;18;456207630#10;11;11;2.63;18;1.29;20.49;383.85;20.01;110.39;19.86;15.00
